PageID,Page Title,Page Title Encoded,Keywords
2469,Lighting_designer,Lighting_designer,"lighting, ld, designer, production, design, may, changes, light, show, technical"
2470,Lightning_rod,Lightning_rod,"lightning, rod, patent, u, rods, strike, protection, structure, systems, electrical"
2471,Lille,Lille,"lille, city, flanders, de, france, french, one, area, place, population"
2472,Lilongwe,Lilongwe,"lilongwe, malawi, city, centre, many, international, area, areas, capital, located"
2473,Lima,Lima,"lima, city, de, museum, spanish, area, peru, located, san, districts"
2474,Limerick,Limerick,"city, limerick, centre, ireland, shannon, park, county, area, st, also"
2475,Lincoln_(automobile),Lincoln_%28automobile%29,"lincoln, continental, car, mark, company, ford, zephyr, town, model, luxury"
2476,Lincoln_Town_Car,Lincoln_Town_Car,"car, town, signature, lincoln, l, series, trim, also, model, new"
2477,Lindisfarne_Gospels,Lindisfarne_Gospels,"gospels, lindisfarne, century, wikipedia, matthew, style, art, insular, made, english"
2478,Linear_algebra,Linear_algebra,"linear, algebra, space, vector, matrix, one, vectors, v, called, equations"
2479,Linguistics,Linguistics,"linguistics, language, languages, linguistic, study, grammar, human, speech, linguists, spoken"
2480,Link_(The_Legend_of_Zelda),Link_%28The_Legend_of_Zelda%29,"link, zelda, time, legend, game, games, also, series, hyrule, sword"
2481,Linnet,Linnet,"linnet, wikipedia, c, also, birds, carduelis, species, cannabina, name, bird"
2482,Linus_Pauling,Linus_Pauling,"pauling, chemistry, structure, linus, work, chemical, quantum, vitamin, c, first"
2483,Linus_Torvalds,Linus_Torvalds,"torvalds, linux, linus, software, named, kernel, born, helsinki, system, time"
2484,Linux,Linux,"linux, system, software, gnu, operating, torvalds, kernel, unix, free, used"
2485,Lion,Lion,"lion, lions, leo, panthera, male, years, males, pride, females, also"
2486,Lipid,Lipid,"lipids, lipid, polar, fatty, form, cell, membranes, acids, nonpolar, molecules"
2487,Liquid_crystal,Liquid_crystal,"liquid, phase, crystal, phases, molecules, order, crystals, one, chiral, lc"
2488,Lisbon,Lisbon,"lisbon, city, de, portugal, portuguese, da, são, european, one, area"
2489,List_of_African_countries,List_of_African_countries,"flag, african, guinea, republic, countries, wikipedia, congo, south, gdp, list"
2490,List_of_Archbishops_of_Canterbury,List_of_Archbishops_of_Canterbury,"translated, died, office, st, canonized, canterbury, william, thomas, john, london"
2491,List_of_Asian_countries,List_of_Asian_countries,"flag, countries, asian, wikipedia, republic, china, korea, list, north, south"
2492,List_of_Canadian_provinces_and_territories_by_area,List_of_Canadian_provinces_and_territories_by_area,"area, total, canada, territories, land, nearest, freshwater, wikipedia, areas, given"
2493,List_of_European_Union_member_states_by_accession,List_of_European_Union_member_states_by_accession,"flag, european, union, accession, january, islands, countries, join, candidate, states"
2494,List_of_European_countries,List_of_European_countries,"flag, wikipedia, republic, european, countries, islands, list, åland, albania, andorra"
2495,List_of_French_monarchs,List_of_French_monarchs,"louis, france, king, july, august, dynasty, charles, name, kingdom, picture"
2496,List_of_North_American_countries,List_of_North_American_countries,"flag, islands, saint, north, american, countries, wikipedia, virgin, united, states"
2497,List_of_Oceanian_countries,List_of_Oceanian_countries,"flag, islands, island, new, wikipedia, samoa, countries, states, atoll, list"
2498,List_of_Prime_Ministers_of_the_United_Kingdom,List_of_Prime_Ministers_of_the_United_Kingdom,"term, conservative, act, war, party, prime, whig, liberal, first, minister"
2499,List_of_South_American_countries,List_of_South_American_countries,"flag, south, american, countries, wikipedia, gdp, list, argentina, bolivia, brazil"
2500,List_of_Test_cricket_triple_centuries,List_of_Test_cricket_triple_centuries,"england, australia, test, west, indies, pakistan, new, zealand, cricket, south"
2501,List_of_U.S._states_by_date_of_statehood,List_of_U.S._states_by_date_of_statehood,"territory, state, states, confederation, new, sovereign, wednesday, province, saturday, december"
2502,List_of_animal_welfare_groups,List_of_animal_welfare_groups,"animal, welfare, groups, society, animals, wikipedia, human, rights, list, used"
2503,List_of_areas_in_the_National_Park_System_of_the_United_States,List_of_areas_in_the_National_Park_System_of_the_United_States,"national, park, historic, site, monument, area, memorial, new, washington, historical"
2504,List_of_circulating_currencies,List_of_circulating_currencies,"flag, cent, dollar, none, islands, pound, centime, franc, fr, new"
2505,List_of_countries,List_of_countries,"republic, islands, territory, overseas, kingdom, states, state, united, country, people"
2506,List_of_countries_by_system_of_government,List_of_countries_by_system_of_government,"states, government, presidential, list, head, republics, monarchies, party, republic, state"
2507,List_of_elements_by_name,List_of_elements_by_name,"see, metals, wikipedia, chemical, atomic, aluminium, elements, name, element, periodic"
2508,List_of_essential_oils,List_of_essential_oils,"oil, used, medicinally, aromatherapy, distilled, essential, also, fragrance, primarily, flavoring"
2509,List_of_lakes,List_of_lakes,"lake, also, extends, reservoir, lough, michigan, creek, lago, lakes, de"
2510,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,"flag, saint, left, members, commonwealth, wikipedia, new, suspended, tanzania, nations"
2511,List_of_minerals,List_of_minerals,"variety, group, valid, varieties, species, quartz, minerals, mineral, beryl, synonym"
2512,List_of_monarchs_in_the_British_Isles,List_of_monarchs_in_the_British_Isles,"son, great, ii, iii, edward, england, kingdom, scotland, james, monarchs"
2513,List_of_particles,List_of_particles,"particles, spin, particle, quark, quarks, bosons, model, mass, valence, fermions"
2514,List_of_popes,List_of_popes,"romanus, episcopus, papa, italy, saint, rome, pope, december, april, july"
2515,List_of_rivers_by_length,List_of_rivers_by_length,"sea, river, russia, ocean, united, states, brazil, china, length, republic"
2516,List_of_sovereign_states,List_of_sovereign_states,"flag, republic, english, al, de, states, french, state, arabic, kingdom"
2517,List_of_universities_in_the_United_Kingdom,List_of_universities_in_the_United_Kingdom,"university, college, london, institute, school, studies, education, art, royal, wales"
2518,List_of_vegetable_oils,List_of_vegetable_oils,"oil, used, oils, also, seeds, seed, cooking, pressed, vegetable, food"
2519,List_of_world's_largest_lakes,List_of_world%27s_largest_lakes,"canada, lake, u, america, wikipedia, russia, largest, mi, sea, kazakhstan"
2520,Literacy,Literacy,"literacy, reading, read, literate, rates, ability, many, world, phonics, language"
2521,Literature,Literature,"literature, poetry, prose, form, works, words, fiction, may, forms, one"
2522,Lithium,Lithium,"lithium, used, metal, li, k, also, batteries, metals, per, element"
2523,Lithium_aluminium_hydride,Lithium_aluminium_hydride,"lah, hydride, aluminium, lialh, lithium, rightarrow, w, lih, alh, structure"
2524,Lithuania,Lithuania,"lithuania, lithuanian, vilnius, union, country, soviet, president, european, poland, enlarge"
2525,Little_Women,Little_Women,"jo, march, meg, beth, little, amy, laurie, young, women, family"
2526,Liverpool,Liverpool,"liverpool, city, world, one, mersey, dock, many, building, university, area"
2527,Liverpool_F.C.,Liverpool_F.C.,"liverpool, england, league, club, cup, team, first, colours, season, fa"
2528,Liverpool_and_Manchester_Railway,Liverpool_and_Manchester_Railway,"line, liverpool, manchester, railway, stephenson, closed, opened, road, l, mr"
2529,Llandudno,Llandudno,"llandudno, great, orme, north, church, town, mostyn, wales, shore, promenade"
2530,Llywelyn_the_Great,Llywelyn_the_Great,"llywelyn, john, king, dafydd, gwynedd, de, wales, ap, year, welsh"
2531,Local_community,Local_community,"community, local, wikipedia, among, people, may, see, shared, well, theoretical"
2532,Local_government_in_the_United_Kingdom,Local_government_in_the_United_Kingdom,"local, councils, government, council, unitary, authorities, county, district, london, elections"
2533,Loch,Loch,"loch, lochs, scotland, lomond, water, lake, sea, wikipedia, list, see"
2534,Loch_Ness,Loch_Ness,"loch, ness, wikipedia, water, fort, great, scottish, monster, largest, caledonian"
2535,Logba_language,Logba_language,"logba, people, togo, ghana, language, languages, vowel, vowels, wikipedia, region"
2536,Logic,Logic,"logic, formal, system, theory, study, mathematical, systems, language, work, arguments"
2537,Logistics,Logistics,"logistics, supply, right, military, production, business, flow, resources, point, wikipedia"
2538,Lomé,Lom%C3%A9,"lomé, togo, city, football, player, wikipedia, peace, capital, centre, war"
2539,London,London,"london, city, area, world, one, population, westminster, largest, also, greater"
2540,London_Bridge,London_Bridge,"bridge, london, new, river, old, feet, city, built, rennie, street"
2541,London_Underground,London_Underground,"line, underground, london, trains, station, stations, lines, tube, stock, surface"
2542,London_Zoo,London_Zoo,"zoo, london, first, house, animals, grade, listed, ii, pool, wikipedia"
2543,London_sewerage_system,London_sewerage_system,"system, london, sewers, thames, sewage, abbey, mills, pumping, water, sewerage"
2544,Lone_Wolf_(gamebooks),Lone_Wolf_%28gamebooks%29,"wolf, lone, books, series, kai, dever, game, book, first, also"
2545,Long-billed_Vulture,Long-billed_Vulture,"vulture, diclofenac, billed, long, birds, species, vultures, wikipedia, gyps, indian"
2546,Long-tailed_Tit,Long-tailed_Tit,"long, tailed, tit, nest, wikipedia, birds, caudatus, small, aegithalos, species"
2547,Long_pepper,Long_pepper,"pepper, long, piper, dried, wikipedia, fruit, longum, spice, black, leaves"
2548,Longship,Longship,"ship, longship, longships, viking, used, ships, boat, long, made, oseberg"
2549,Looney_Tunes,Looney_Tunes,"looney, tunes, cartoons, warner, shorts, bros, series, characters, turner, merrie"
2550,Lope_de_Barrientos,Lope_de_Barrientos,"de, barrientos, ii, john, king, castile, del, lope, luna, medina"
2551,Lord's_Resistance_Army,Lord%27s_Resistance_Army,"lra, government, uganda, ugandan, conflict, kony, children, acholi, international, sudan"
2552,Lord_Voldemort,Lord_Voldemort,"voldemort, harry, lord, dumbledore, name, potter, tom, riddle, death, also"
2553,"Los_Angeles,_California",Los_Angeles%2C_California,"los, angeles, city, f, c, california, area, also, largest, county"
2554,Lost_(TV_series),Lost_%28TV_series%29,"season, lost, series, episodes, first, characters, show, two, island, abc"
2555,Lothal,Lothal,"lothal, ft, also, metres, dock, city, river, indus, built, beads"
2556,Lottie_Dod,Lottie_Dod,"dod, wimbledon, championships, tennis, first, lottie, golf, women, tournament, national"
2557,Louis_Armstrong,Louis_Armstrong,"armstrong, louis, new, jazz, band, playing, also, trumpet, orleans, music"
2558,Louis_Freeh,Louis_Freeh,"freeh, fbi, investigation, director, attorney, new, united, states, law, york"
2559,Louis_Jordan,Louis_Jordan,"jordan, also, band, music, black, songs, one, hit, blues, first"
2560,Louis_Pasteur,Louis_Pasteur,"pasteur, louis, disease, two, light, vaccine, form, theory, first, germ"
2561,Louis_XIV_of_France,Louis_XIV_of_France,"louis, france, xiv, de, king, french, spain, war, spanish, charles"
2562,"Louisville,_Kentucky",Louisville%2C_Kentucky,"louisville, city, kentucky, also, area, downtown, county, population, home, located"
2563,Lovage,Lovage,"lovage, wikipedia, used, levisticum, officinale, plant, celery, seed, l, fruit"
2564,Love,Love,"love, one, human, people, romantic, nature, like, attract, commonly, others"
2565,"Lucy,_Lady_Duff-Gordon",Lucy%2C_Lady_Duff-Gordon,"lucile, duff, gordon, lucy, fashion, lady, new, titanic, also, first"
2566,Ludwig_Wittgenstein,Ludwig_Wittgenstein,"wittgenstein, work, philosophy, tractatus, language, philosophical, cambridge, russell, one, life"
2567,Ludwig_van_Beethoven,Ludwig_van_Beethoven,"beethoven, music, first, form, piano, period, lead, van, hearing, life"
2568,Luftwaffe,Luftwaffe,"luftwaffe, air, german, aircraft, germany, force, war, training, world, pilots"
2569,Luminiferous_aether,Luminiferous_aether,"aether, light, medium, theory, would, relativity, experiment, speed, earth, one"
2570,Lunar_eclipse,Lunar_eclipse,"eclipse, lunar, moon, earth, total, shadow, umbra, eclipses, may, penumbral"
2571,Lung_cancer,Lung_cancer,"cancer, lung, smoking, cell, patients, may, small, chemotherapy, stage, non"
2572,Lusaka,Lusaka,"lusaka, zambia, city, central, airport, wikipedia, see, capital, area, museum"
2573,Lutetium,Lutetium,"lutetium, lu, element, k, metal, ytterbium, mol, isotopes, half, stable"
2574,Luxembourg,Luxembourg,"luxembourg, grand, city, french, german, luxembourgish, country, three, countries, european"
2575,Luxembourg_(city),Luxembourg_%28city%29,"luxembourg, city, european, grand, several, court, area, commune, including, institutions"
2576,Lyme_disease,Lyme_disease,"lyme, disease, treatment, patients, tick, chronic, b, infection, burgdorferi, symptoms"
2577,Lyndon_B._Johnson,Lyndon_B._Johnson,"johnson, president, kennedy, texas, war, lyndon, john, lbj, act, f"
2578,Lynton_and_Barnstaple_Railway,Lynton_and_Barnstaple_Railway,"railway, bay, woody, lynton, l, b, barnstaple, stock, goods, line"
2579,Lyon,Lyon,"lyon, de, city, fourvière, la, saint, french, arrondissement, france, rhône"
2580,M*A*S*H_(TV_series),M%2AA%2AS%2AH_%28TV_series%29,"series, episode, season, h, episodes, show, korean, hawkeye, potter, one"
2581,M-10001,M-10001,"train, car, hp, engine, coast, kw, service, portland, record, power"
2582,M-10003-6,M-10003-6,"power, cd, denver, city, car, sets, june, service, new, train"
2583,M1_motorway,M1_motorway,"motorway, junction, south, leeds, north, east, services, sheffield, section, west"
2584,M25_motorway,M25_motorway,"london, motorway, airport, south, junction, west, junctions, east, dartford, north"
2585,M6_motorway,M6_motorway,"motorway, road, birmingham, services, north, toll, west, carlisle, statutory, instrument"
2586,MINI_(BMW),MINI_%28BMW%29,"mini, cooper, car, rear, engine, one, convertible, classic, model, new"
2587,Macau,Macau,"macau, portuguese, chinese, china, enlarge, government, people, de, chief, executive"
2588,Macbeth,Macbeth,"macbeth, play, witches, lady, banquo, king, production, macduff, shakespeare, duncan"
2589,Macbeth_of_Scotland,Macbeth_of_Scotland,"mac, son, bethad, king, máel, coluim, donnchad, macbeth, scotland, alba"
2590,Macedon,Macedon,"king, macedon, bc, kingdom, alexander, macedonian, philip, assembly, greek, also"
2591,Machu_Picchu,Machu_Picchu,"picchu, machu, inca, site, bingham, peru, city, incas, cusco, one"
2592,Macintosh,Macintosh,"apple, mac, macintosh, os, software, first, introduced, system, intel, macs"
2593,Mackenzie_River,Mackenzie_River,"river, mackenzie, lake, wikipedia, great, slave, arctic, km, north, northwest"
2594,Madagascar,Madagascar,"madagascar, president, malagasy, ratsiraka, government, french, island, republic, national, language"
2595,Madama_Butterfly,Madama_Butterfly,"butterfly, pinkerton, opera, cio, american, sharpless, suzuki, san, play, child"
2596,Madrid,Madrid,"madrid, de, city, spain, also, la, one, area, del, spanish"
2597,Magdalena_Abakanowicz,Magdalena_Abakanowicz,"art, abakanowicz, poland, works, polish, arts, academy, new, sculptures, series"
2598,Magellanic_Penguin,Magellanic_Penguin,"penguin, magellanic, penguins, wikipedia, spheniscus, argentina, black, birds, magellanicus, breeding"
2599,Maghreb,Maghreb,"maghreb, morocco, al, west, western, arabic, view, sahara, algeria, region"
2600,Magic__The_Gathering,Magic__The_Gathering,"cards, magic, card, game, players, deck, play, player, one, sets"
2601,Maglev_train,Maglev_train,"maglev, train, km, speed, line, system, high, track, magnetic, systems"
2602,Magma,Magma,"magma, rock, melts, melting, melt, composition, temperature, c, may, partial"
2603,Magna_Carta,Magna_Carta,"magna, carta, charter, parliament, king, law, time, one, john, could"
2604,Magnesium,Magnesium,"magnesium, used, mg, metal, aluminium, k, salts, alloys, alloy, white"
2605,Magnet,Magnet,"magnetic, field, magnets, magnet, north, one, south, two, pole, permanent"
2606,Magnetism,Magnetism,"magnetic, magnets, field, magnet, materials, magnetism, electric, force, electrons, kg"
2607,Magpie,Magpie,"magpie, pica, magpies, european, urocissa, blue, species, p, may, black"
2608,Mahabharata,Mahabharata,"pandavas, mahabharata, parva, krishna, king, arjuna, years, one, parvas, epic"
2609,Mahatma_Gandhi,Mahatma_Gandhi,"gandhi, india, indian, british, congress, mahatma, violence, south, would, indians"
2610,Mahjong,Mahjong,"mahjong, tiles, player, tile, game, players, image, png, chinese, may"
2611,Mahmoud_Abbas,Mahmoud_Abbas,"abbas, palestinian, arafat, january, israeli, authority, united, mahmoud, israel, president"
2612,Maiasaura,Maiasaura,"maiasaura, dinosaur, wikipedia, peeblesorum, hatchlings, cretaceous, horner, species, lived, eggs"
2613,Maize,Maize,"maize, corn, mays, zea, used, also, states, varieties, ears, teosinte"
2614,Makuria,Makuria,"makuria, egypt, also, makurian, period, kingdom, century, c, nobatia, nubian"
2615,Malaria,Malaria,"malaria, blood, mosquito, p, disease, areas, cells, drugs, falciparum, parasite"
2616,Malaspina_Glacier,Malaspina_Glacier,"glacier, malaspina, wikipedia, km, large, area, alaska, mi, seward, bay"
2617,Malawi,Malawi,"malawi, flag, south, government, africa, republic, african, guinea, president, country"
2618,Malaysia,Malaysia,"malaysia, malay, chinese, british, kuala, states, also, government, malaya, malaysian"
2619,Malcolm_III_of_Scotland,Malcolm_III_of_Scotland,"máel, coluim, william, mac, king, son, scotland, margaret, donnchad, england"
2620,Malcolm_II_of_Scotland,Malcolm_II_of_Scotland,"máel, coluim, mac, king, canute, scots, scotland, died, death, annals"
2621,Malcolm_X,Malcolm_X,"malcolm, x, islam, nation, black, muhammad, little, later, time, also"
2622,Maldives,Maldives,"maldives, atoll, islands, government, president, indian, country, island, fisheries, republic"
2623,Mali,Mali,"mali, country, government, french, france, south, empire, wikipedia, countries, see"
2624,Mallard,Mallard,"mallard, duck, female, drake, ducks, birds, mallards, rule, wikipedia, male"
2625,Malta,Malta,"malta, maltese, population, eu, islands, years, also, party, education, mediterranean"
2626,Malwa_(Madhya_Pradesh),Malwa_%28Madhya_Pradesh%29,"malwa, region, india, ujjain, century, indore, part, mandu, enlarge, madhya"
2627,Mamenchisaurus,Mamenchisaurus,"mamenchisaurus, young, long, neck, species, field, museum, meters, fossil, discovered"
2628,Mammal,Mammal,"mammals, order, extinct, classification, mammal, early, period, subclass, species, late"
2629,Mammoth,Mammoth,"mammoth, mammoths, elephants, mammuthus, elephant, found, years, african, ago, species"
2630,Mammoth_Cave_National_Park,Mammoth_Cave_National_Park,"cave, mammoth, park, national, river, one, system, known, september, caves"
2631,Mancala,Mancala,"games, mancala, game, board, seeds, sowing, hole, holes, one, played"
2632,Manchester,Manchester,"manchester, city, centre, street, also, many, area, piccadilly, one, station"
2633,Manchester_United_F.C.,Manchester_United_F.C.,"united, flag, club, manchester, season, league, team, cup, england, european"
2634,Mandan,Mandan,"mandan, would, villages, river, buffalo, hidatsa, lodge, ceremony, used, circa"
2635,Manganese,Manganese,"manganese, used, iron, k, mn, oxidation, states, half, compounds, also"
2636,Mango,Mango,"mango, mangifera, fruit, mangoes, ripe, cultivars, sweet, cultivar, india, green"
2637,Manifest_Destiny,Manifest_Destiny,"destiny, manifest, states, united, american, war, annexation, would, expansion, america"
2638,Manifold,Manifold,"manifold, manifolds, space, n, circle, point, charts, two, x, sphere"
2639,Manila,Manila,"manila, city, de, philippines, san, university, philippine, districts, area, ermita"
2640,Manorialism,Manorialism,"manors, manor, lord, demesne, land, house, villein, free, also, manorial"
2641,Manuel_I_Komnenos,Manuel_I_Komnenos,"manuel, empire, byzantine, egypt, emperor, army, constantinople, would, time, antioch"
2642,Manufacturing,Manufacturing,"manufacturing, covered, industry, management, production, engineering, development, computer, industrial, systems"
2643,Mao_Zedong,Mao_Zedong,"mao, china, chinese, party, communist, revolution, great, zedong, also, people"
2644,Map_projection,Map_projection,"projection, map, earth, point, scale, projections, surface, distance, cylindrical, north"
2645,Maputo,Maputo,"maputo, city, mozambique, also, lourenço, marques, portuguese, wikipedia, population, bay"
2646,Marc_Pugh,Marc_Pugh,"marc, club, bury, season, professional, year, pugh, first, team, wikipedia"
2647,Marcel_Lefebvre,Marcel_Lefebvre,"lefebvre, pope, council, holy, bishop, fathers, archbishop, bishops, september, pius"
2648,Marcel_Proust,Marcel_Proust,"proust, work, published, time, ruskin, novel, search, lost, mother, first"
2649,Marco_Polo,Marco_Polo,"marco, polo, khan, venice, china, family, polos, kublai, also, il"
2650,Marcus_Allen,Marcus_Allen,"allen, yards, nfl, football, raiders, chiefs, marcus, career, afc, season"
2651,Margaret_Sanger,Margaret_Sanger,"sanger, control, birth, women, eugenics, also, new, abortion, margaret, year"
2652,Margaret_Thatcher,Margaret_Thatcher,"thatcher, party, conservative, government, labour, political, british, prime, minister, margaret"
2653,Margate,Margate,"margate, thanet, town, kent, sea, railway, north, south, england, fire"
2654,Margin_of_error,Margin_of_error,"error, margin, confidence, sample, percentage, n, p, poll, population, percentages"
2655,Marginated_Tortoise,Marginated_Tortoise,"marginata, tortoise, testudo, marginated, tail, carapace, tortoises, eggs, egg, female"
2656,Marie_Curie,Marie_Curie,"curie, nobel, marie, prize, first, pierre, radium, later, maria, skłodowska"
2657,Mario,Mario,"mario, super, games, game, bros, nintendo, series, baby, luigi, yoshi"
2658,Marjoram,Marjoram,"marjoram, origanum, majorana, pepper, oregano, seed, wikipedia, coriander, black, herb"
2659,Mark_Antony,Mark_Antony,"antony, bc, caesar, octavian, rome, cleopatra, egypt, triumvirate, political, roman"
2660,Mark_Twain,Mark_Twain,"twain, mark, clemens, time, american, new, two, mississippi, missouri, name"
2661,Mark_Twain_House,Mark_Twain_House,"house, twain, also, mark, hartford, restoration, connecticut, building, historic, million"
2662,Mark_Webber,Mark_Webber,"webber, race, prix, grand, team, ret, season, championship, first, williams"
2663,Market,Market,"market, markets, wikipedia, buyers, sellers, goods, price, information, efficient, may"
2664,Markup_language,Markup_language,"markup, sgml, text, language, html, languages, xml, used, document, descriptive"
2665,Mars,Mars,"mars, earth, surface, planet, km, martian, also, water, years, phobos"
2666,Mars_Exploration_Rover,Mars_Exploration_Rover,"rover, mars, lander, spirit, spacecraft, parachute, mission, nasa, exploration, rovers"
2667,Mars_Reconnaissance_Orbiter,Mars_Reconnaissance_Orbiter,"mars, mro, spacecraft, orbit, space, orbiter, km, science, two, band"
2668,Marseille,Marseille,"marseille, city, port, councilor, de, france, general, french, old, pop"
2669,Marshall_Islands,Marshall_Islands,"islands, atoll, marshall, marshallese, government, states, island, majuro, united, also"
2670,Marshall_Plan,Marshall_Plan,"plan, marshall, war, europe, european, aid, germany, economic, would, states"
2671,Martello_tower,Martello_tower,"martello, tower, towers, built, british, two, one, harbour, new, restored"
2672,Martin_Luther,Martin_Luther,"luther, church, god, martin, jews, wittenberg, many, one, enlarge, german"
2673,"Martin_Luther_King,_Jr.",Martin_Luther_King%2C_Jr.,"king, rights, ray, civil, march, martin, luther, american, movement, would"
2674,Martin_Van_Buren,Martin_Van_Buren,"van, buren, jackson, president, state, new, york, election, martin, states"
2675,Martina_Navratilova,Martina_Navratilova,"open, w, navratilova, wimbledon, u, singles, flag, doubles, grand, slam"
2676,Martinique,Martinique,"martinique, island, french, france, wikipedia, also, part, people, countries, caribbean"
2677,Marvin_Gaye,Marvin_Gaye,"gaye, marvin, album, motown, singles, b, going, terrell, one, single"
2678,Marxism,Marxism,"marxism, marx, marxist, political, communist, socialism, social, class, state, socialist"
2679,Mary_II_of_England,Mary_II_of_England,"mary, william, ii, james, england, anne, king, queen, iii, parliament"
2680,Mary_I_of_England,Mary_I_of_England,"mary, henry, queen, philip, england, elizabeth, lady, edward, princess, jane"
2681,Mary_I_of_Scotland,Mary_I_of_Scotland,"mary, queen, james, elizabeth, scotland, scots, earl, france, stuart, would"
2682,Mary_Kingsley,Mary_Kingsley,"mary, kingsley, africa, people, father, wikipedia, african, henrietta, english, died"
2683,Mary_Seacole,Mary_Seacole,"seacole, british, london, crimea, nightingale, mary, many, hotel, panama, war"
2684,Mary_Somerville,Mary_Somerville,"somerville, mary, wikipedia, william, science, life, husband, physical, sciences, society"
2685,Maseru,Maseru,"maseru, lesotho, wikipedia, capital, south, city, african, located, industry, town"
2686,Mass_Rapid_Transit_(Singapore),Mass_Rapid_Transit_%28Singapore%29,"line, station, mrt, stations, east, transit, system, north, trains, network"
2687,Mass_media,Mass_media,"media, mass, first, public, also, may, term, computer, television, radio"
2688,Massospondylus,Massospondylus,"massospondylus, found, teeth, wikipedia, long, dinosaurs, prosauropod, although, south, africa"
2689,Material_properties_of_diamond,Material_properties_of_diamond,"diamond, diamonds, type, crystal, hardness, carbon, also, colour, atoms, blue"
2690,Mathematical_analysis,Mathematical_analysis,"analysis, functions, century, series, also, mathematical, real, numbers, complex, calculus"
2691,Mathematics,Mathematics,"mathematics, mathematical, theory, numbers, science, problems, study, many, mathematicians, geometry"
2692,Matilda_of_Boulogne,Matilda_of_Boulogne,"boulogne, matilda, england, eustace, wikipedia, queen, consort, stephen, king, also"
2693,Matrix_(mathematics),Matrix_%28mathematics%29,"matrix, n, matrices, j, b, bmatrix, times, r, linear, square"
2694,Matsuo_Bashō,Matsuo_Bash%C5%8D,"bashō, edo, time, hokku, poetry, poems, hut, matsuo, life, disciples"
2695,Matter,Matter,"matter, mass, energy, particles, may, fermions, quarks, ordinary, physics, objects"
2696,Matthew_Brettingham,Matthew_Brettingham,"brettingham, house, hall, holkham, design, adam, work, one, country, london"
2697,Mauna_Loa,Mauna_Loa,"mauna, loa, eruption, volcano, eruptions, lava, years, activity, kilauea, volcanoes"
2698,Mauritania,Mauritania,"mauritania, ould, president, military, country, mauritanian, coup, taya, oil, capital"
2699,Mauritius,Mauritius,"mauritius, island, mauritian, port, louis, french, international, indian, islands, also"
2700,Mausoleum_of_Maussollos,Mausoleum_of_Maussollos,"mausoleum, tomb, mausolus, artemisia, city, greek, statues, halicarnassus, one, structure"
2701,Mauthausen-Gusen_concentration_camp,Mauthausen-Gusen_concentration_camp,"camp, mauthausen, gusen, camps, prisoners, sub, inmates, war, german, ii"
2702,Max_Planck,Max_Planck,"planck, physics, max, berlin, theory, germany, german, also, war, einstein"
2703,Max_Weber,Max_Weber,"weber, social, work, religion, sociology, ethic, capitalism, religious, economic, german"
2704,Maxwell's_equations,Maxwell%27s_equations,"mathbf, maxwell, equations, field, mathrm, magnetic, electric, alpha, equation, partial"
2705,Maya_civilization,Maya_civilization,"maya, classic, mayan, writing, many, also, one, temples, civilization, spanish"
2706,Maya_mythology,Maya_mythology,"god, maya, gods, ah, one, also, creator, created, meaning, underworld"
2707,Mayotte,Mayotte,"mayotte, france, comoros, island, mi, french, overseas, kilometres, wikipedia, sultanate"
2708,Mbabane,Mbabane,"mbabane, swaziland, wikipedia, see, sos, children, africa, location, river, south"
2709,McFly_(band),McFly_%28band%29,"mcfly, uk, single, released, band, number, also, album, one, tour"
2710,Meander,Meander,"river, meander, meanders, stream, incised, wikipedia, bend, oxbow, valley, outside"
2711,Measles,Measles,"measles, virus, health, disease, people, cases, least, days, three, history"
2712,Measurement,Measurement,"measurement, units, system, unit, used, number, standard, example, si, measuring"
2713,Meat,Meat,"meat, g, animal, fat, meats, consumption, various, also, food, tissue"
2714,Mecca,Mecca,"mecca, city, al, muslims, hajj, pilgrimage, mosque, pilgrims, makkah, saudi"
2715,Mechanical_work,Mechanical_work,"work, force, energy, w, mechanical, motion, object, f, vec, zero"
2716,Medal_of_Honor,Medal_of_Honor,"medal, honour, awarded, war, u, army, navy, medals, recipients, united"
2717,Medicine,Medicine,"medicine, medical, care, patient, health, physician, treatment, practice, may, many"
2718,Medieval_commune,Medieval_commune,"communes, medieval, commune, city, peace, century, towns, also, rural, church"
2719,Medieval_literature,Medieval_literature,"literature, de, anonymous, author, medieval, authors, women, roman, works, time"
2720,Medieval_music,Medieval_music,"music, century, medieval, chant, de, one, rhythmic, ars, musical, notation"
2721,Mediterranean_Sea,Mediterranean_Sea,"sea, mediterranean, middle, gulf, east, strait, eastern, red, atlantic, gibraltar"
2722,Mega_Man_X_(character),Mega_Man_X_%28character%29,"x, mega, man, zero, sigma, series, maverick, hunters, game, new"
2723,Meitnerium,Meitnerium,"meitnerium, element, wikipedia, mt, name, chemical, periodic, table, symbol, number"
2724,Mekong,Mekong,"mekong, river, french, vietnam, wikipedia, cambodia, expedition, near, century, khmer"
2725,Melbourne,Melbourne,"melbourne, city, australia, australian, many, also, home, world, public, victoria"
2726,Mendelevium,Mendelevium,"mendelevium, half, element, isotopes, life, wikipedia, atomic, synthesized, minutes, chemical"
2727,Mendip_Hills,Mendip_Hills,"mendip, hills, area, also, somerset, large, south, north, mendips, near"
