PageID,Page Title,Page Title Encoded,Keywords
,Hopman_Cup,Hopman_Cup,"cup, hopman, team, tennis, tournament, usa, teams, player, australia, players"
,"Horatio_Nelson,_1st_Viscount_Nelson",Horatio_Nelson%2C_1st_Viscount_Nelson,"nelson, battle, victory, trafalgar, british, england, admiral, french, nile, horatio"
,Horn_of_Africa,Horn_of_Africa,"horn, africa, region, somalia, somali, ethiopia, also, species, endemic, largely"
,Horse,Horse,"horse, horses, also, used, breeds, riding, wild, one, animals, modern"
,Hot_air_balloon,Hot_air_balloon,"balloon, air, hot, balloons, envelope, flight, vent, fabric, used, pilot"
,House,House,"house, houses, may, often, construction, living, home, room, people, family"
,House_Martin,House_Martin,"martin, house, white, nest, wikipedia, delichon, swallow, bird, martins, birds"
,House_Sparrow,House_Sparrow,"house, sparrow, sparrows, united, birds, species, also, states, often, bird"
,House_of_Lords,House_of_Lords,"house, lords, lord, peers, may, parliament, commons, members, hereditary, elected"
,Household_income_in_the_United_States,Household_income_in_the_United_States,"income, household, households, median, top, states, united, degree, us, incomes"
,"Houston,_Texas",Houston%2C_Texas,"houston, city, texas, percent, centre, largest, downtown, area, states, united"
,Hovercraft,Hovercraft,"hovercraft, air, craft, sr, cushion, uk, vehicle, first, design, speed"
,Howards_End,Howards_End,"margaret, henry, howards, end, helen, bast, wilcoxes, house, wikipedia, forster"
,Howland_Island,Howland_Island,"island, howland, earhart, u, islands, wildlife, area, two, world, war"
,Hrafnkels_saga,Hrafnkels_saga,"saga, hrafnkell, sámr, sagas, hrafnkels, one, story, icelandic, þorbjörn, century"
,Hubbard_Glacier,Hubbard_Glacier,"glacier, hubbard, ice, fiord, wikipedia, sea, bay, level, disenchantment, dam"
,Hubble's_law,Hubble%27s_law,"hubble, universe, h, age, value, time, constant, km, mpc, law"
,Hubble_Deep_Field,Hubble_Deep_Field,"hdf, galaxies, hubble, field, images, observations, distant, image, nm, deep"
,Hubble_Space_Telescope,Hubble_Space_Telescope,"hubble, telescope, space, mission, nasa, mirror, would, time, servicing, data"
,Hudson_Bay,Hudson_Bay,"bay, hudson, part, ice, area, canada, large, coast, eastern, north"
,Hugo_Wolf,Hugo_Wolf,"wolf, lieder, music, works, though, musical, vienna, well, years, composer"
,Human,Human,"human, humans, years, world, brain, social, many, homo, people, enlarge"
,Human_abdomen,Human_abdomen,"abdomen, lower, abdominal, muscle, organs, line, right, human, abdominis, upper"
,Human_dignity,Human_dignity,"human, dignity, wikipedia, german, declared, beings, idea, mainly, see, used"
,Human_rights,Human_rights,"rights, human, declaration, international, law, right, states, natural, universal, many"
,Humanism,Humanism,"humanism, humanist, human, humanists, religious, secular, renaissance, liberal, people, religion"
,Humanities,Humanities,"humanities, arts, art, literature, also, dance, study, history, music, language"
,Humbert_Roque_Versace,Humbert_Roque_Versace,"versace, medal, captain, honour, vietnam, humbert, u, army, prisoners, roque"
,Humour,Humour,"humour, jokes, people, often, form, humorous, comedy, situation, funny, lawyer"
,Humpback_Whale,Humpback_Whale,"whale, humpback, whales, species, fish, song, humpbacks, known, century, many"
,Humphry_Davy,Humphry_Davy,"davy, humphry, sir, penzance, faraday, also, later, cornwall, royal, known"
,Humus,Humus,"humus, soil, organic, plant, stable, structure, nutrients, thus, compost, process"
,Hundred_Years'_War,Hundred_Years%27_War,"english, french, war, france, battle, england, edward, king, army, charles"
,Hungary,Hungary,"hungary, hungarian, kingdom, roma, republic, country, empire, war, flag, also"
,Hunger,Hunger,"hunger, feeling, satiety, wikipedia, usually, hypothalamus, see, world, fullness, liver"
,Huntington's_disease,Huntington%27s_disease,"hd, disease, huntington, symptoms, gene, cell, mhtt, onset, research, also"
,Hurricane_Alex_(2004),Hurricane_Alex_%282004%29,"hurricane, alex, storm, north, outer, banks, carolina, km, season, category"
,Hurricane_Andrew,Hurricane_Andrew,"andrew, hurricane, florida, storm, mph, damage, winds, louisiana, km, h"
,Hurricane_Camille,Hurricane_Camille,"camille, hurricane, storm, mbar, hpa, mississippi, usd, landfall, mph, pressure"
,Hurricane_Charley,Hurricane_Charley,"hurricane, charley, florida, damage, storm, mph, landfall, km, h, power"
,Hurricane_Danny_(1997),Hurricane_Danny_%281997%29,"danny, storm, hurricane, tropical, july, rainfall, alabama, season, gulf, coast"
,Hurricane_David,Hurricane_David,"david, hurricane, storm, damage, winds, mph, km, island, h, million"
,Hurricane_Dennis,Hurricane_Dennis,"hurricane, dennis, storm, july, cuba, florida, category, km, landfall, states"
,Hurricane_Edouard_(1996),Hurricane_Edouard_%281996%29,"hurricane, edouard, storm, km, winds, mph, h, new, cape, waves"
,Hurricane_Epsilon_(2005),Hurricane_Epsilon_%282005%29,"hurricane, epsilon, storm, december, tropical, atlantic, november, one, weakened, wikipedia"
,Hurricane_Felix_(1995),Hurricane_Felix_%281995%29,"hurricane, felix, carolina, caused, north, storm, august, coast, winds, km"
,Hurricane_Floyd,Hurricane_Floyd,"hurricane, floyd, storm, north, carolina, damage, flooding, river, winds, flood"
,Hurricane_Georges,Hurricane_Georges,"georges, hurricane, damage, storm, usd, island, winds, rainfall, country, caused"
,Hurricane_Gloria,Hurricane_Gloria,"gloria, hurricane, new, storm, winds, island, km, mph, h, damage"
,Hurricane_Ivan,Hurricane_Ivan,"ivan, hurricane, september, storm, damage, category, billion, states, caused, united"
,Hurricane_John_(1994),Hurricane_John_%281994%29,"john, hurricane, pacific, tropical, central, km, miles, category, storm, august"
,Hurricane_John_(2006),Hurricane_John_%282006%29,"hurricane, john, rainfall, california, mexico, storm, baja, august, km, also"
,Hurricane_Katrina,Hurricane_Katrina,"katrina, hurricane, storm, new, orleans, august, louisiana, mississippi, city, also"
,Hurricane_Lenny,Hurricane_Lenny,"hurricane, lenny, islands, november, damage, storm, atlantic, category, saint, season"
,Hurricane_Marty_(2003),Hurricane_Marty_%282003%29,"california, hurricane, marty, storm, baja, september, peninsula, tropical, km, sonora"
,Hurricane_Mitch,Hurricane_Mitch,"hurricane, mitch, usd, million, storm, flooding, caused, damage, country, km"
,Hurricane_Philippe_(2005),Hurricane_Philippe_%282005%29,"philippe, hurricane, september, storm, tropical, formed, season, atlantic, low, wikipedia"
,Hurricane_Vince_(2005),Hurricane_Vince_%282005%29,"vince, hurricane, tropical, storm, october, season, subtropical, atlantic, km, spain"
,Husein_Gradaščević,Husein_Grada%C5%A1%C4%8Devi%C4%87,"gradaščević, bosnia, husein, bosnian, gradačac, vizier, sarajevo, army, ottoman, sultan"
,Hutu,Hutu,"hutu, tutsi, rwanda, burundi, twa, wikipedia, groups, also, rwandan, hutus"
,"Hyde_Park,_London",Hyde_Park%2C_London,"park, hyde, one, london, serpentine, two, entrance, july, corner, mr"
,Hydrochloric_acid,Hydrochloric_acid,"acid, hydrochloric, hcl, chloride, c, production, water, hydrogen, used, h"
,Hydrogen,Hydrogen,"hydrogen, h, gas, compounds, used, energy, proton, water, form, produced"
,Hydrogen_peroxide,Hydrogen_peroxide,"peroxide, hydrogen, h, used, oxygen, concentration, acid, also, decomposition, water"
,Hydrology,Hydrology,"water, hydrologic, hydrology, models, earth, surface, study, cycle, flow, processes"
,Hyena,Hyena,"hyenas, hyena, prey, clan, often, hunting, lions, one, clans, hunt"
,Hymenoptera,Hymenoptera,"hymenoptera, sex, apocrita, wikipedia, many, called, develop, see, diploid, suborder"
,Hypsilophodon,Hypsilophodon,"hypsilophodon, dinosaurs, small, teeth, cretaceous, wikipedia, early, museum, dinosaur, species"
,IG_Farben_Building,IG_Farben_Building,"building, ig, farben, poelzig, university, headquarters, frankfurt, german, main, us"
,IPod,IPod,"ipod, apple, ipods, generation, music, firewire, wheel, used, battery, itunes"
,ITunes,ITunes,"itunes, music, apple, store, ipod, mac, video, songs, library, os"
,I_Ching,I_Ching,"ching, hexagram, hexagrams, changes, yang, yin, chinese, book, zhou, trigrams"
,I_Want_to_Hold_Your_Hand,I_Want_to_Hold_Your_Hand,"beatles, song, hand, want, hold, one, single, charts, time, lennon"
,Ibn_Battuta,Ibn_Battuta,"ibn, battuta, time, journey, one, mecca, muslim, trip, decided, world"
,Ice,Ice,"ice, water, density, c, pressure, temperature, crystalline, k, form, amorphous"
,Ice_age,Ice_age,"ice, years, earth, age, ages, glacial, periods, last, evidence, sheets"
,Ice_hockey,Ice_hockey,"hockey, ice, players, team, game, play, two, puck, nhl, one"
,Ice_sheet,Ice_sheet,"ice, sheet, greenland, antarctic, antarctica, would, mass, sea, wikipedia, sheets"
,Iceland,Iceland,"iceland, island, icelandic, population, world, national, reykjavík, also, country, ft"
,Iceland_hotspot,Iceland_hotspot,"iceland, hotspot, plume, volcanic, island, wikipedia, eruptions, beneath, believed, mantle"
,Ichthyosaur,Ichthyosaur,"ichthyosaurs, ichthyosaur, like, family, triassic, early, fish, fossil, although, known"
,Idit_Harel_Caperton,Idit_Harel_Caperton,"caperton, harel, technology, learning, world, children, educational, new, development, first"
,Idolatry,Idolatry,"idolatry, god, worship, form, bible, use, idols, image, images, one"
,Igneous_rock,Igneous_rock,"rocks, igneous, rock, magma, composition, intrusive, minerals, temperature, volcanic, crust"
,Igor_Stravinsky,Igor_Stravinsky,"stravinsky, works, music, work, composer, first, period, ballets, also, composers"
,Iguanodon,Iguanodon,"iguanodon, species, natural, museum, history, mantell, oxford, university, tooth, iguana"
,Ike_Altgens,Ike_Altgens,"altgens, dallas, kennedy, later, president, oswald, ap, first, street, time"
,Imagism,Imagism,"pound, poetry, imagism, poets, imagist, group, aldington, poems, h, imagists"
,Immanuel_Kant,Immanuel_Kant,"kant, philosophy, reason, moral, critique, practical, one, pure, work, god"
,Imperative_programming,Imperative_programming,"imperative, programming, languages, statements, language, computer, sequence, complex, first, c"
,Imperial_Japanese_Navy,Imperial_Japanese_Navy,"japanese, navy, japan, war, world, naval, imperial, first, aircraft, ships"
,Impressionism,Impressionism,"artists, impressionist, impressionists, impressionism, painting, art, monet, salon, group, work"
,Inca_Empire,Inca_Empire,"inca, empire, used, crops, also, cuzco, four, fields, sun, suyu"
,Income_disparity,Income_disparity,"income, disparity, gap, women, gender, men, malaysia, economic, wikipedia, within"
,India,India,"india, indian, world, states, government, largest, enlarge, country, united, national"
,Indian_Institutes_of_Technology,Indian_Institutes_of_Technology,"iit, iits, students, india, technology, also, institutes, kharagpur, jee, management"
,Indian_Ocean,Indian_Ocean,"ocean, indian, india, south, sea, southern, africa, east, world, australia"
,Indian_Peafowl,Indian_Peafowl,"peafowl, peacock, indian, tail, green, pavo, also, wikipedia, species, known"
,Indian_Railways,Indian_Railways,"railway, railways, indian, india, rail, trains, train, locomotives, freight, one"
,Indian_Standard_Time,Indian_Standard_Time,"time, india, indian, standard, longitude, zone, e, local, meridian, frequency"
,Indian_cricket_team,Indian_cricket_team,"team, india, cricket, test, indian, series, world, stadium, first, matches"
,Indian_independence_movement,Indian_independence_movement,"british, india, indian, congress, movement, war, government, gandhi, political, army"
,Indira_Gandhi,Indira_Gandhi,"gandhi, minister, prime, india, indira, congress, nehru, government, party, political"
,Indium,Indium,"indium, k, used, mol, c, metal, also, atomic, high, kj"
,Indo-Greek_Kingdom,Indo-Greek_Kingdom,"greek, indo, bce, buddhist, king, greeks, century, indian, coins, india"
,Indonesia,Indonesia,"indonesia, indonesian, east, java, government, sulawesi, president, world, country, kalimantan"
,Indonesian_language,Indonesian_language,"indonesian, language, words, used, means, languages, indonesia, also, e, loanwords"
,Indricotherium,Indricotherium,"indricotherium, baluchitherium, wikipedia, genus, species, borissiak, transouralicum, name, known, also"
,Inductance,Inductance,"inductance, current, frac, inductor, l, r, mathbf, flux, dt, mutual"
,Indus_River,Indus_River,"river, indus, pakistan, delta, rivers, india, punjab, water, also, valley"
,Indus_Valley_Civilization,Indus_Valley_Civilization,"indus, harappan, civilization, valley, bce, river, culture, found, india, early"
,Industrial_Revolution,Industrial_Revolution,"industrial, revolution, steam, engine, machine, century, used, iron, first, production"
,Industry,Industry,"industry, industrial, sector, manufacturing, production, industries, development, economic, process, wikipedia"
,Information,Information,"information, data, pattern, message, meaning, example, used, one, theory, word"
,Infrastructure,Infrastructure,"infrastructure, public, may, water, works, system, wikipedia, elements, term, also"
,Inner_Hebrides,Inner_Hebrides,"hebrides, islands, inner, control, isles, wikipedia, part, norse, iii, king"
,Insect,Insect,"insects, insect, species, many, groups, also, extinct, like, orders, called"
,Insulin,Insulin,"insulin, glucose, blood, cells, levels, human, diabetes, cell, release, type"
,Integrated_circuit,Integrated_circuit,"integrated, circuit, circuits, chip, used, silicon, devices, small, process, transistors"
,Intel_Corporation,Intel_Corporation,"intel, pc, microprocessor, company, processor, processors, amd, business, inside, pentium"
,Intelligence,Intelligence,"intelligence, g, cognitive, ability, factor, tests, iq, general, see, abilities"
,InterBase,InterBase,"interbase, database, control, concurrency, borland, system, transaction, multi, time, generational"
,International_Court_of_Justice,International_Court_of_Justice,"court, jurisdiction, icj, case, may, international, united, states, cases, judges"
,International_English,International_English,"english, language, international, american, british, standard, world, use, also, native"
,International_Red_Cross_and_Red_Crescent_Movement,International_Red_Cross_and_Red_Crescent_Movement,"red, cross, icrc, national, international, geneva, societies, movement, crescent, war"
,International_Space_Station,International_Space_Station,"iss, space, module, station, sts, nasa, shuttle, soyuz, russian, crew"
,International_human_rights_instruments,International_human_rights_instruments,"rights, convention, international, human, instruments, american, conventions, mechanisms, european, declaration"
,International_law,International_law,"law, international, nations, war, rules, world, states, treaty, modern, treaties"
,Internet,Internet,"internet, web, network, world, many, networks, wide, access, use, protocol"
,Internet_Explorer,Internet_Explorer,"explorer, internet, windows, version, browser, microsoft, web, security, also, support"
,Interpol,Interpol,"interpol, member, countries, international, police, organization, united, database, law, republic"
,Introduction_to_special_relativity,Introduction_to_special_relativity,"time, space, c, light, x, length, interval, speed, bill, second"
,Invasion,Invasion,"invasion, war, invasions, forces, military, territory, often, force, air, land"
,Invasion_of_Grenada,Invasion_of_Grenada,"grenada, invasion, u, uss, states, united, government, forces, cuba, military"
,Invasive_species,Invasive_species,"species, invasive, native, plants, human, plant, et, al, introduced, control"
,Invertebrate,Invertebrate,"animals, invertebrates, wikipedia, sea, invertebrate, animal, group, two, phyla, see"
,Investment_banking,Investment_banking,"investment, banks, banking, trading, bank, funds, financial, side, risk, market"
,Iodine,Iodine,"iodine, iodide, thyroid, c, k, element, used, acid, g, also"
,Iowa_class_battleship,Iowa_class_battleship,"class, iowa, battleships, ship, uss, navy, guns, mm, bb, inch"
,Ipswich,Ipswich,"ipswich, town, borough, suffolk, east, council, england, one, building, county"
,Iran,Iran,"iran, persian, iranian, islamic, empire, persia, country, also, enlarge, one"
,Iranian_peoples,Iranian_peoples,"iranian, peoples, languages, iranians, iran, also, asia, ancient, various, language"
,Iraq,Iraq,"iraq, al, iraqi, war, saddam, country, government, baghdad, survey, deaths"
,Iraq_War,Iraq_War,"iraq, war, iraqi, u, coalition, al, troops, forces, military, invasion"
,Iraq_and_weapons_of_mass_destruction,Iraq_and_weapons_of_mass_destruction,"iraq, weapons, chemical, saddam, iraqi, wmd, nuclear, u, program, war"
,Ireland,Ireland,"ireland, irish, island, republic, northern, also, dublin, flag, state, century"
,Ireland_King_of_Arms,Ireland_King_of_Arms,"arms, king, ireland, office, bellinger, ulster, england, heraldic, richard, wikipedia"
,Iridium,Iridium,"iridium, platinum, k, used, ir, osmium, mol, c, syn, atomic"
,Irish_Sea,Irish_Sea,"irish, sea, gas, basin, north, tunnel, ireland, oil, bay, east"
,Irish_people,Irish_people,"irish, ireland, names, mac, ó, singer, name, english, british, king"
,Irish_poetry,Irish_poetry,"irish, poetry, poets, ireland, english, century, poems, work, also, born"
,Irish_theatre,Irish_theatre,"theatre, irish, plays, london, dublin, century, ireland, stage, play, abbey"
,Iron,Iron,"iron, carbon, used, ore, k, cast, fe, stable, steel, wrought"
,Iron(III)_chloride,Iron%28III%29_chloride,"chloride, iron, fecl, iii, g, c, aq, solution, used, cl"
,Iron_Age,Iron_Age,"iron, age, bc, century, culture, europe, early, bronze, use, time"
,Iron_Maiden,Iron_Maiden,"band, maiden, album, iron, dickinson, released, first, time, bruce, harris"
,Iron_Mike,Iron_Mike,"iron, mike, statue, marine, war, parris, island, original, corps, front"
,Irrigation,Irrigation,"irrigation, water, system, systems, sprinklers, drip, sprinkler, high, field, pivot"
,Isaac,Isaac,"isaac, abraham, god, sacrifice, jacob, qur, son, sarah, genesis, bible"
,Isaac_Asimov,Isaac_Asimov,"asimov, science, fiction, foundation, one, robot, stories, story, series, best"
,Isaac_Brock,Isaac_Brock,"brock, canada, american, general, british, war, battle, october, detroit, tecumseh"
,Isaac_Newton,Isaac_Newton,"newton, also, light, motion, later, isaac, law, laws, god, time"
,Isambard_Kingdom_Brunel,Isambard_Kingdom_Brunel,"brunel, railway, great, tunnel, london, bridge, thames, isambard, western, time"
,Isan,Isan,"isan, thai, region, thailand, nakhon, lao, people, many, also, large"
,Ishango_bone,Ishango_bone,"column, bone, ishango, notches, numbers, may, wikipedia, tool, tally, counting"
,Isis,Isis,"isis, horus, osiris, egyptian, mother, ra, name, also, hathor, roman"
,Islam,Islam,"islam, islamic, muslims, god, muhammad, qur, muslim, al, also, arabic"
,Islamic_republic,Islamic_republic,"islamic, republic, state, many, government, laws, secular, pakistan, wikipedia, middle"
,Island_Fox,Island_Fox,"island, fox, foxes, islands, santa, san, golden, urocyon, eagle, catalina"
,Isle_of_Man,Isle_of_Man,"manx, man, isle, island, uk, kingdom, also, government, tynwald, british"
,Isle_of_Wight,Isle_of_Wight,"island, isle, wight, english, also, heritage, one, many, including, cowes"
,Isles_of_Scilly,Isles_of_Scilly,"scilly, isles, islands, st, one, mary, sea, cornwall, also, area"
,Isospin,Isospin,"symmetry, isospin, vert, rangle, quarks, neutron, flavour, proton, su, mass"
,Israel,Israel,"israel, israeli, jewish, flag, arab, war, state, jews, jerusalem, east"
,Issyk_Kul,Issyk_Kul,"lake, issyk, kul, km, wikipedia, kyrgyzstan, area, length, shore, mountain"
,Istanbul,Istanbul,"istanbul, city, turkey, university, turkish, many, constantinople, bosphorus, empire, üniversitesi"
,Italian_Renaissance,Italian_Renaissance,"renaissance, italian, century, italy, florence, europe, northern, period, also, one"
,Italian_War_of_1521,Italian_War_of_1521,"francis, french, charles, de, imperial, france, war, bourbon, pavia, army"
,Italo_disco,Italo_disco,"disco, italo, love, artists, music, electronic, released, new, genre, dance"
,Italy,Italy,"italy, italian, north, km, south, republic, country, sea, c, flag"
,Ivan_IV_of_Russia,Ivan_IV_of_Russia,"ivan, russia, tsar, terrible, son, russian, boyars, moscow, english, death"
,Ivory,Ivory,"ivory, tusks, teeth, elephant, carved, trade, pulp, dentine, mammoth, cavity"
,Ivory-billed_Woodpecker,Ivory-billed_Woodpecker,"woodpecker, ivory, billed, bird, evidence, species, arkansas, river, reported, university"
,Jórvík,J%C3%B3rv%C3%ADk,"king, jórvík, kingdom, dublin, danish, viking, english, york, east, olaf"
,Józef_Piłsudski,J%C3%B3zef_Pi%C5%82sudski,"piłsudski, polish, poland, war, government, russian, military, would, józef, warsaw"
,J._J._Thomson,J._J._Thomson,"thomson, neon, rays, experiment, j, john, discovery, prize, cathode, cambridge"
,J._K._Rowling,J._K._Rowling,"rowling, harry, potter, book, books, series, first, million, name, children"
,J._M._W._Turner,J._M._W._Turner,"turner, oil, art, canvas, london, gallery, museum, paintings, painting, house"
,J._R._R._Tolkien,J._R._R._Tolkien,"tolkien, r, lord, rings, english, j, work, oxford, reuel, john"
,J._S._Fry_&_Sons,J._S._Fry_%26_Sons,"fry, joseph, chocolate, company, storrs, sons, j, wikipedia, business, firm"
,Jack_Kerouac,Jack_Kerouac,"kerouac, road, beat, generation, jack, prose, wrote, novel, work, style"
,Jackal,Jackal,"jackal, canis, black, backed, wikipedia, species, small, jackals, territory, national"
,Jackanory,Jackanory,"jackanory, series, story, reading, time, wikipedia, bbc, paul, patrick, first"
,Jackdaw,Jackdaw,"jackdaw, jackdaws, food, birds, corvus, bird, wikipedia, species, social, genus"
,Jackie_Robinson,Jackie_Robinson,"jackie, robinson, baseball, league, played, team, dodgers, year, major, national"
,Jacob_Riis,Jacob_Riis,"riis, new, poor, jacob, york, city, police, american, life, time"
,Jacobite_rising,Jacobite_rising,"clan, jacobite, charles, army, james, battle, jacobites, government, troops, scotland"
,Jacques-Louis_David,Jacques-Louis_David,"david, painting, napoleon, death, people, rome, french, academy, would, marat"
,Jacques_Cartier,Jacques_Cartier,"cartier, first, st, lawrence, river, canada, jacques, french, voyage, stadacona"
,Jakarta,Jakarta,"jakarta, also, indonesia, city, many, international, prince, dutch, transportation, south"
,Jake_Gyllenhaal,Jake_Gyllenhaal,"gyllenhaal, film, actor, awards, best, also, brokeback, mountain, supporting, nominated"
,Jamaica,Jamaica,"jamaica, jamaican, british, island, west, jdf, united, largest, city, canada"
,James_Bond,James_Bond,"bond, film, james, fleming, films, casino, royale, connery, character, series"
,James_Buchanan,James_Buchanan,"buchanan, james, president, states, secretary, march, john, pennsylvania, house, served"
,James_Callaghan,James_Callaghan,"callaghan, labour, wilson, government, election, march, party, secretary, time, james"
,James_Clerk_Maxwell,James_Clerk_Maxwell,"maxwell, james, clerk, edinburgh, theory, colour, equations, one, society, cambridge"
,James_Cook,James_Cook,"cook, voyage, first, james, pacific, royal, island, captain, islands, south"
,James_D._Watson,James_D._Watson,"watson, dna, crick, structure, franklin, x, molecular, ray, james, wilkins"
,James_Garfield,James_Garfield,"garfield, president, james, ohio, states, general, united, office, republican, secretary"
,James_II_of_England,James_II_of_England,"james, ii, charles, king, duke, england, william, mary, iii, english"
,James_I_of_England,James_I_of_England,"james, king, scotland, england, charles, parliament, earl, elizabeth, one, great"
,James_Joyce,James_Joyce,"joyce, dublin, book, work, ulysses, one, wake, trieste, published, novel"
,James_K._Polk,James_K._Polk,"polk, president, states, mexico, war, united, oregon, james, territory, tennessee"
,James_Lovelock,James_Lovelock,"lovelock, gaia, james, nuclear, isbn, life, university, earth, medicine, planetary"
,James_Monroe,James_Monroe,"monroe, james, president, secretary, state, virginia, states, john, united, war"
,James_Stewart_(actor),James_Stewart_%28actor%29,"stewart, film, first, best, actor, life, career, james, films, war"
,"James_T._Aubrey,_Jr.",James_T._Aubrey%2C_Jr.,"aubrey, cbs, company, new, network, television, said, would, york, one"
,James_Watt,James_Watt,"watt, steam, james, engine, boulton, engines, years, university, statue, one"
,Jan_Mayen,Jan_Mayen,"island, jan, mayen, station, norway, norwegian, radio, km, personnel, meteorological"
,Jane_Austen,Jane_Austen,"austen, jane, life, also, novels, novel, one, family, emma, film"
,Jane_Eyre,Jane_Eyre,"jane, rochester, mr, eyre, thornfield, novel, mrs, although, reed, version"
,Jane_Fonda,Jane_Fonda,"fonda, jane, war, workout, actress, new, film, also, best, academy"
,Japan,Japan,"japan, japanese, world, largest, war, enlarge, tokyo, also, government, emperor"
,Japanese_grammar,Japanese_grammar,"wa, form, japanese, verbs, used, continuative, ni, de, ga, group"
,Japanese_war_crimes,Japanese_war_crimes,"japanese, war, japan, government, crimes, military, also, many, women, korea"
,Japanese_yen,Japanese_yen,"yen, value, japanese, coins, japan, mm, exchange, dollar, year, coin"
,Jarvis_Island,Jarvis_Island,"island, jarvis, wildlife, u, united, states, fish, coast, wikipedia, enlarge"
,Jaws_(film),Jaws_%28film%29,"film, shark, jaws, spielberg, brody, hooper, quint, novel, sharks, boat"
,Jazz,Jazz,"jazz, music, musicians, style, new, styles, fusion, band, swing, improvisation"
,Jean-Jacques_Rousseau,Jean-Jacques_Rousseau,"rousseau, political, education, social, society, de, english, nature, contract, translation"
,Jean_Charles_de_Menezes,Jean_Charles_de_Menezes,"police, menezes, shooting, officers, ipcc, shot, said, stockwell, later, metropolitan"
,Jehovah,Jehovah,"jehovah, ה, vowel, form, י, hebrew, points, name, yahweh, ו"
,Jerry_Fodor,Jerry_Fodor,"fodor, mental, theory, language, states, mind, causal, one, horse, relations"
,Jersey,Jersey,"jersey, island, saint, states, helier, also, normandy, parish, st, elected"
,Jersey_Zoological_Park,Jersey_Zoological_Park,"zoo, jersey, species, durrell, black, park, conservation, tamarin, frog, programme"
,Jerusalem,Jerusalem,"jerusalem, city, israel, israeli, east, capital, jewish, centre, palestinian, hebrew"
,Jesse_Owens,Jesse_Owens,"owens, berlin, jesse, gold, dash, record, long, world, hitler, olympics"
,Jesus,Jesus,"jesus, god, gospels, gospel, christian, matthew, luke, many, john, scholars"
,Jet_Set_Willy,Jet_Set_Willy,"game, willy, set, software, jet, spectrum, projects, miner, player, rooms"
,Jet_engine,Jet_engine,"engine, air, pressure, jet, speed, turbine, high, compressor, fuel, used"
,Jew,Jew,"jews, jewish, israel, europe, population, judaism, roman, many, century, kingdom"
,Jewellery,Jewellery,"jewellery, used, gold, beads, also, made, often, designs, although, many"
,Jiaogulan,Jiaogulan,"jiaogulan, plant, pentaphyllum, name, wikipedia, gynostemma, southern, ginseng, plants, family"
,Jimmy_Carter,Jimmy_Carter,"carter, president, jimmy, georgia, award, states, national, state, american, also"
,Jimmy_Wales,Jimmy_Wales,"wales, wikipedia, jimmy, wikia, founder, wiki, sanger, people, board, also"
,Joan_of_Arc,Joan_of_Arc,"joan, arc, french, english, charles, france, king, trial, may, duke"
,Jocelin,Jocelin,"jocelin, glasgow, melrose, william, king, bishop, abbot, cathedral, waltheof, scotland"
,Joel_Brand,Joel_Brand,"brand, eichmann, jewish, would, british, jews, himmler, told, bauer, budapest"
,Johann_Pachelbel,Johann_Pachelbel,"pachelbel, two, music, pieces, chorale, johann, minor, one, works, composers"
,Johann_Sebastian_Bach,Johann_Sebastian_Bach,"bach, works, music, musical, bwv, organ, one, keyboard, st, composer"
,Johann_Wolfgang_Goethe,Johann_Wolfgang_Goethe,"goethe, one, work, weimar, frankfurt, johann, many, german, would, faust"
,Johannes_Gutenberg,Johannes_Gutenberg,"gutenberg, type, printing, movable, printed, mainz, bible, also, may, used"
,Johannes_Kepler,Johannes_Kepler,"kepler, first, also, johannes, planets, laws, astrology, sun, astronomy, system"
,Johannes_Ockeghem,Johannes_Ockeghem,"ockeghem, missa, de, binchois, death, also, des, known, la, wikipedia"
,Johannesburg,Johannesburg,"johannesburg, city, south, africa, areas, also, one, region, large, suburbs"
,John_A.T._Robinson,John_A.T._Robinson,"robinson, god, john, new, testament, dr, theology, work, redating, wikipedia"
,John_Adams,John_Adams,"adams, john, president, jefferson, states, united, washington, first, massachusetts, thomas"
,John_Bull_(locomotive),John_Bull_%28locomotive%29,"locomotive, john, bull, railroad, museum, smithsonian, c, new, pennsylvania, first"
,John_Cabot,John_Cabot,"cabot, john, bristol, tower, asia, columbus, wikipedia, caboto, c, first"
,John_Calvin,John_Calvin,"calvin, geneva, church, servetus, john, city, consistory, french, well, also"
,John_Constable,John_Constable,"constable, john, paintings, painting, art, maria, landscape, hay, wain, also"
,John_Dee,John_Dee,"dee, kelley, john, mathematics, character, life, one, time, many, edward"
,John_F._Kennedy,John_F._Kennedy,"kennedy, president, john, f, u, played, also, tv, assassination, one"
,John_F._Kennedy_assassination,John_F._Kennedy_assassination,"kennedy, assassination, president, oswald, commission, right, dallas, shot, warren, committee"
,John_Flamsteed,John_Flamsteed,"flamsteed, royal, john, observatory, wikipedia, greenwich, astronomer, star, known, august"
,John_Henninger_Reagan,John_Henninger_Reagan,"reagan, texas, davis, state, office, county, confederate, war, department, march"
,John_Howard,John_Howard,"howard, government, election, australia, party, australian, john, leader, minister, labor"
,John_Locke,John_Locke,"locke, property, money, government, theory, john, political, natural, also, press"
,John_Logie_Baird,John_Logie_Baird,"baird, television, first, system, line, colour, london, electronic, transmission, john"
,John_Marshall,John_Marshall,"marshall, court, states, john, united, virginia, supreme, v, state, law"
,John_Maynard_Keynes,John_Maynard_Keynes,"keynes, theory, economics, economic, employment, investment, john, one, general, argued"
